Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
-0.6106854216034098,-1.0321633566190576,-0.016067236995959414,-0.8624763068100095,0.965201221572255,-0.45911640558427064,-0.5869343726513877,-0.9900682219877476,0.4881896370812954,-1.0490571225985472,-1.1988169944282752,1.35024969480711,-1.275898369959194,-1.4212465269792296,-1.308584900269323,0.300483924760325,-1.44335415699537,-1.4270217751679473,-1.2976608140191008,1.6946541974790428,-0.397009663586202,0.283628064458531,0.08475778170197336,0.576353091865384,-0.9491525577734974,0.8514899557159656,-0.053852947904756546,0.9915053145999839,0.2788843168266734,-1.2780942712023942,1
0.03284752624762731,-1.0946984492476397,0.601466290963402,-1.1655098296772257,0.9593126050921557,-0.8965637821198817,-0.7565240871185819,-0.9153472288856751,0.7442311139133748,-1.3782631389235611,-1.2574735556541432,1.4183862183310108,-1.2197332463619972,0.27472013441422866,-1.4450576902873264,-0.38335926114882296,-1.0736198588587673,-1.3434428385795418,-1.088663808199326,0.47716439706397284,0.01096306362485191,0.2455899909549778,-0.4103054383590602,0.09970500690905444,-0.5982909626484765,0.5408192614805443,1.946906508874494,2.094792498082719,-0.9180794772146609,1.2456216792845172,1
-0.7074744323584179,-1.5113114360065236,1.5234543627246786,-1.5231995064276507,0.7720784164697858,-1.5066295353188501,-1.5450012135866151,-1.249462455063123,1.9224425293664276,-0.6172642560517763,-0.8631594241748146,0.4477424172436751,-0.8710677690136333,-0.33486182889460586,-0.8445139708415809,0.9841918348929172,-0.7908107269804716,-0.7782706612871854,-0.7622479590829002,0.15242018123627232,0.6616571555075823,0.2414285343059293,-0.8511394204373154,-0.28522046488983704,-0.06872835372513623,0.954626704374188,-0.5336058714482711,1.1890771688824187,0.3860180548137094,0.8184551173936707,1
-0.5263582424033292,-0.4618615163366397,-1.5683086583618036,-0.3998183552147888,0.4829239785690946,-0.4223883533640151,0.2919491371063924,0.021350884733802075,-0.0795145426503616,0.012233042746978964,-0.586322410317158,0.6233804772684829,-0.33846071001063677,0.1013888289609957,-0.7072266772542257,-0.9550363216296216,-0.48448664524937873,-0.480264059498076,-0.1490402909513605,0.24966700216126225,2.571523453669433,0.3420318407984269,-0.6132789736815558,-1.2870619613972483,-0.13040538762197815,0.28797552726066156,1.0444179833751477,0.12030298312478072,1.0203852781523721,1.9852113708803072,1
1.488745801882077,-0.6041994377304135,0.24174595250457906,0.5324222744685879,-0.904957501246141,-0.07362038062665541,0.6984507422633561,-0.13475336921164852,-0.11250713121956765,0.49080699846299,0.10683574561246414,-2.1041268782706863,1.2551711693400842,0.4276792283677115,1.0452454352264162,-0.5362456882733772,1.6427147802918078,0.25061748565913117,0.5801674648550006,-2.0581576080201742,-1.2730709316920683,0.565898899471946,-0.25913374017215396,0.23189590212779113,1.0551747621908631,-0.07563576840847003,-2.375878517224436,-1.0602751013782996,-0.2792138417462154,0.4387722265378563,0
-0.5926091235966948,-0.21097665748653685,0.11162617106981934,0.18664036048337673,0.3811606478695504,-0.22267637530201312,0.3783741850067012,-0.1070065600649387,-0.2722317275063662,-0.16067435419145887,-0.3659294585631666,0.4066496796861325,-0.3607807748254301,0.762999766610136,-0.6815542215665723,0.013021604779471988,-0.8576305336438247,-0.45465435647803354,-0.7763582732683117,0.5015153639848312,0.13552760191644778,0.3354837475251073,0.21986341111676105,-0.005777112046277445,1.0255921714923928,-0.3729149165409165,-0.5033174899891403,0.4496702649689449,0.10710481111824316,1.067257570745342,1
-0.9501655466190688,-1.1611380879384654,0.849072842811972,-1.0376974575267697,1.5749004414194632,-1.2851847757318606,-0.9147365389372983,-1.4845803569615477,1.035714335087577,-1.8933131268361008,-1.6444157060227422,1.4408046204416411,-1.6415935128711914,0.5548616155931629,-1.5844979184105101,-0.4817588875728463,-2.0759920838461614,-2.243011929090128,-2.3360684014645003,2.58993685505624,0.5415062404232482,0.662990966395346,0.004038989863368729,-0.03787035092155244,1.2936128142386802,-0.15632542510047062,0.3650648476758308,1.70022284035459,0.5927517398032275,-0.22801040266352735,1
0.5220666280347818,1.6387371761394498,-0.6090854888654301,0.45766983798285843,-0.30648938928211633,-0.0009284065391779702,0.24679469020481218,-0.014949538874731255,-0.11036369693547239,2.985373505593413,0.4505748848573957,0.03289781588377459,-0.38512557771909045,-1.3291238438923012,2.2058083337430374,-0.6038424599923152,0.6299804668647894,0.493820239231872,1.3264184023284218,-0.42060512185350274,-0.5615051399269051,-0.07623879630220726,0.4471659401815838,0.14241194551733144,-0.20279483984150634,-0.4897332144620677,-0.5296275006749318,-0.2324295546639917,-0.17469337555052303,-0.1640998361171501,0
-1.0527602555478113,-1.2210468057743873,-2.265995950470574,-0.3097713355692883,0.7927104982238528,1.0454644628398895,-1.4819748914138848,-0.8296452732230748,-0.12508163088334698,0.8792908069432572,0.2677725557372453,0.680067943531869,-0.3385618558999064,-0.08152281875945325,-0.6590057638720264,0.6753658270409535,-0.6048609585737451,-0.5143835239917333,-0.4926410588147978,1.944710457909372,-2.390369014957818,-0.3894756204908131,-0.5341217466449212,-3.676918535064013,0.807526815746458,-1.6716098982510241,1.02430424577541,2.5921104226894864,-3.7779552361833386,-0.1901009376527234,1
0.9271077375363931,1.8111498600452243,-0.8005873435465392,0.11328715265086445,-1.1063614127472265,0.0521265943825502,0.16035326105119604,0.058309569677052045,-0.17272601694558828,0.49931057304178855,0.964633090902509,-1.4766423941672984,0.08183312730985963,-0.7396481747211201,0.5771919989053543,0.18167065050558637,1.3582913992316696,0.4585648678918827,-0.25626373776228484,0.3196599090953419,-0.051222319545964956,-0.0216141178535377,0.38712967628919176,0.08486027647626743,0.946936144039258,-0.25037454244177193,-0.3517537711838264,-0.25830715635222945,-0.13302239818683484,0.7134097652306509,0
