Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.3222337498834281,0.7425741526345399,0.5606329950012475,0.7023358070329924,0.5547541713621741,0.40073327120041335,0.6611189281068935,0.7498447288783073,0.715224343814444,0.5628328494851473,0.5124003491033571,0.5882695142959691,0.439533820303691,0.2600673039188649,0.3746795583944659,0.6457342133431881,0.3672674112710163,0.386826884951249,0.3861121828096325,0.709956632008796,0.3833184562946558,0.47717413339436326,0.5225087477953826,0.8027294648178345,0.46645212914464523,0.7674638703468744,0.3557384899162761,0.7642134572294805,0.2339394634119978,0.0003904283893182556,1
0.4969399888091019,0.725715159422111,0.6129667143883464,0.6184767336516738,0.5530576272949509,0.35535753137324766,0.6486469120955444,0.762148363696277,0.7309085440040092,0.5010369132325445,0.49946760660438594,0.6102619103298985,0.4648265087060536,0.5558131184879577,0.32003780056487646,0.5571247288921618,0.5076164867737172,0.41450792102626327,0.4451136575098343,0.513937134439922,0.40644182097405973,0.47503331275715605,0.48906774604626974,0.784025278787256,0.5358053406218366,0.7404632679860647,0.6140763954171629,0.829221244650462,0.17250368994064663,0.11897246774261833,1
0.29801011843700453,0.5889663162348702,0.698188126617931,0.49565965141138413,0.5007748981033052,0.28548886367782955,0.5909791895304113,0.7014212643040194,0.7984854523852728,0.6355212464473741,0.5806992887244804,0.3436574445625088,0.5992767782688363,0.4500254634477434,0.5338026909778901,0.7252314024436414,0.5954171004386627,0.57871154098459,0.52721025334273,0.46591959107198094,0.445848311425941,0.4747997374084268,0.4579493279632922,0.7675749730716115,0.6302251777205724,0.7762651729886343,0.3047827493697045,0.776576557912451,0.2398109885977139,0.04703486102160528,1
0.3437995430383288,0.8592502056851746,0.4578355865337462,0.7989857674831353,0.4264632912987343,0.40432933693751727,0.7263484678826871,0.8643696967582583,0.6777475973550164,0.7234022193887975,0.6297630116296185,0.38447695902273327,0.7419385473445059,0.5258112073478765,0.5733781944819956,0.4745767655444242,0.6733141231103861,0.6489306467777456,0.6492723180702711,0.4800690095418496,0.5734498011634444,0.48048078842313113,0.4748747150740423,0.7190710547585627,0.6198641608523711,0.7178674613379343,0.4885020113438717,0.7038544091416166,0.27579635497465227,0.6536429791097292,1
0.9662641051944417,0.8358466302922137,0.5818806118548635,0.9026611398693152,0.18651501525950576,0.4365070883511956,0.7570623592348987,0.8531397042093548,0.6753643084687707,0.7745457345154665,0.7242045495282099,0.041203711096723106,0.9056435773499772,0.5822430199348787,0.8370229080788006,0.5357356140608704,0.9010328346259387,0.7717462716985545,0.7433665132123695,0.19260781100589255,0.336833279954708,0.4933531696378837,0.49947052002758124,0.7893657844671262,0.7962652214397774,0.6841574644862107,0.13269179830313896,0.5904312627467632,0.20439894979571052,0.02116780424014639,0
0.32682085237340297,0.8926532160513867,0.5710337556005943,0.8760806046083591,0.4022073355988769,0.42321777925150206,0.7328410631806874,0.8552814282749436,0.6631898201264955,0.7014996834904035,0.6641668988848561,0.33457872700516655,0.7372303090832375,0.6400569297243056,0.5804166759967381,0.6099173624094326,0.5761076387008716,0.6544294565583839,0.5239116409120094,0.5176224178849625,0.41376385633561724,0.4801089089400351,0.5313135659378115,0.7796585235696182,0.792303323702608,0.6552995781927284,0.3078973565840304,0.7280344999619094,0.22465729207395968,0.08040002446057379,1
0.2398757344026858,0.7068124470053382,0.6351556620803105,0.6559863680154906,0.7472321325621943,0.3116367576692373,0.6370360152426631,0.6492816704641112,0.7482220983767873,0.3937864891273684,0.4066690316683732,0.6176064507730874,0.24646850342518045,0.6041900906527969,0.2603388721128139,0.543419418307094,0.050859145953285445,0.0714308716327624,0.01587122589717882,0.8664333876975373,0.43837141130394425,0.499022756669172,0.5171857819213198,0.778309010305292,0.8276093200678853,0.6764435669237255,0.4036428538157792,0.8070000117174675,0.2513141058950915,0.005353102494508132,1
0.6440653268674811,0.9882886176726742,0.5168015723434407,0.8979095911079203,0.2654300075221166,0.44270534651055327,0.7229639473452419,0.8619328425195824,0.6755203398994997,0.9386407686054962,0.7562473155361423,0.260191371159428,0.7319813483848889,0.27622624155436215,0.8951956313752221,0.5261118176897781,0.8357023415835775,0.796546708535412,0.8072491118102237,0.38724139663040885,0.37431682165218166,0.45740515487141714,0.5458753655867502,0.7857656744920934,0.6074895628159545,0.6436423343117862,0.3051911446008111,0.6751388363320655,0.20979713349750664,0.006110439490655591,0
0.21647976312599085,0.6888651495710688,0.41835849580667633,0.8138528361258779,0.5063773901187406,0.5109604984011529,0.595572278275213,0.7754047337871193,0.6744453544684945,0.8070226709056765,0.7404107897744177,0.398349609211002,0.7419174338487015,0.4940821363899656,0.5865059737195509,0.6901325877295997,0.6447214788202378,0.641472260262377,0.5859611926336856,0.7527474594068171,0.2811626060628243,0.4412620096437045,0.48043885212922777,0.5803277859026024,0.7625516546816576,0.5170301970878152,0.48586682239784895,0.8559690933917463,0.04409920229990902,0.00579057044880449,1
0.7742469458174017,0.99344159398785,0.5043178276399727,0.8688145237008471,0.1657486685868095,0.4471009876214899,0.7164979043777694,0.8667463291364378,0.6709017369050577,0.7753247733618669,0.7884876421548599,0.08715382257443262,0.813857579649931,0.3794167439033654,0.8023737517703255,0.6311494636607109,0.8851081743132876,0.7934220900568154,0.6308848470721097,0.4903778052732757,0.402831615675023,0.460326463962099,0.5420568739132007,0.7834167517471995,0.7816853853416502,0.6673391330942581,0.32367639321288666,0.6728749122271187,0.21196572797696164,0.03763165198248247,0
0.722518185209363,0.9365041725896768,0.5192478738914403,0.917383497271397,0.08945985013025581,0.4640408305625223,0.7497235908810306,0.8798588614124099,0.6715461022236255,0.7418254312816378,0.7830271274910492,0.18339439607459035,0.8392987004649152,0.4890299356679379,0.780475153134991,0.49710717604059584,0.9070163460621546,0.7701353321090327,0.693678283568001,0.5007371458435445,0.402340523485213,0.46271164274731663,0.5788868170889079,0.7770125932776687,0.6714845918163752,0.6404976530806739,0.3173867822682878,0.6545702439534207,0.18813444948855285,0.014088349710941875,0
0.31259908607665765,0.8771375841445171,0.5579827505313959,0.8852553513115052,0.42776129765416704,0.45461146987528983,0.6829657780167006,0.8350169212666577,0.683968216568758,0.6882253089849102,0.6718979566996471,0.22522772628984583,0.6546680426150229,0.19739580406798568,0.6082921626894706,0.43673032940507583,0.6713774825284602,0.620845738276893,0.5661797139039861,0.345464929952634,0.3992168394250031,0.4636115720987174,0.5028154530662705,0.7652613715563809,0.7101939186946946,0.7192763569698406,0.3553583377619145,0.7232425049642306,0.24081124309970328,0.0,1
